	$\frac{\Delta G^\circ_{MPNN}-\mu}{\sigma}$	$\Delta G^\circ_{MPNN}(\mu=-411.2,\sigma=40.9$	$\Delta G^\circ_{GCM}$
CPD-654	-2.0307273864746094	-494.3262939453125	-356.294611904
CPD-6543	-1.2981832027435303	-464.3491516113281	-43.745130008
CPD-655	-3.494976043701172	-554.2462158203125	-596.11682256
CPD-656	-1.495448350906372	-472.421630859375	-204.20154256
CPD-657	7.4769816398620605	-105.25204467773438	134.23211308
CPD-66	-3.8624660968780518	-569.28466796875	-875.568944
CPD-660	-2.866443157196045	-528.5254516601562	-674.30917184
CPD-661	3.8353660106658936	-254.27415466308594	122.001511224
CPD-664	-1.5170912742614746	-473.3072814941406	-67.445690888
CPD-665	5.436718463897705	-188.74363708496094	122.159093216
CPD-667	-2.580681562423706	-516.83154296875	-196.638309856
CPD-668	-4.75767183303833	-605.9182739257812	-902.20813728
CPD-670	-1.604604959487915	-476.8885192871094	204.59797656
CPD-674	-0.1640881896018982	-417.9397277832031	164.49722352
CPD-676	-1.8470814228057861	-486.8111572265625	-165.871424848
CPD-6761	-0.6893369555473328	-439.4339599609375	-132.869037008
CPD-677	-2.8291919231414795	-527.0010375976562	-368.363736464
CPD-68	1.1868095397949219	-362.6583251953125	43.83930348
CPD-6862	-1.1621956825256348	-458.7842712402344	-171.69654864
CPD-69	7.3465118408203125	-110.59112548828125	-98.709187408
CPD-6942	-1.2755694389343262	-463.4237365722656	364.78019904
CPD-6943	-1.2360343933105469	-461.8058776855469	457.5070112
CPD-6944	-1.4657859802246094	-471.207763671875	240.95764784
CPD-6945	-0.9093541502952576	-448.4375	523.48007216
CPD-6962	-2.2175848484039307	-501.9728698730469	-393.07663288
CPD-6982	-2.8780758380889893	-529.00146484375	-305.984145744
CPD-6995	-0.9010085463523865	-448.0959777832031	-208.734793592
CPD-7000	4.135702133178711	-241.9838104248047	207.31289048
CPD-701	-0.5746988654136658	-434.74273681640625	151.74464256
CPD-702	-1.3912465572357178	-468.157470703125	0.158333785672
CPD-7021	-1.3245153427124023	-465.42669677734375	152.461395232
CPD-7022	-2.8780760765075684	-529.00146484375	-305.984145744
CPD-7024	-0.21812188625335693	-420.15087890625	128.769813216
CPD-703	-1.3462300300598145	-466.3153076171875	-52.611293784
CPD-7030	-1.180264949798584	-459.523681640625	-83.562714112
CPD-7031	2.879120111465454	-293.4056396484375	300.03968172
CPD-7032	2.857560634613037	-294.2878723144531	346.32409388
CPD-7033	2.866560459136963	-293.9195861816406	346.32409388
CPD-7035	0.6793217062950134	-383.42572021484375	401.87826264
CPD-704	-2.115018844604492	-497.7756652832031	-317.388089616
CPD-705	-1.2148563861846924	-460.9392395019531	-86.672957456
CPD-7050	-2.1832010746002197	-500.5658264160156	-455.323277
CPD-7066	-3.0195040702819824	-534.7890014648438	-589.15539968
CPD-7070	-3.140528917312622	-539.7415771484375	-271.46151824
CPD-7077	1.904773473739624	-333.27783203125	34.040116072
CPD-7100	-2.897416830062866	-529.79296875	-453.375210784
CPD-7146	-1.3339059352874756	-465.81097412109375	98.910843656
CPD-7168	-4.333016872406006	-588.54052734375	-37.213006448
CPD-721	-2.656865119934082	-519.9490966796875	-356.70365648
CPD-7224	-3.2804932594299316	-545.4691772460938	-41.783001368
CPD-7233	0.6629613637924194	-384.09521484375	434.63898264
CPD-7268	0.3405745029449463	-397.2879333496094	382.6690584
CPD-7272	-2.3011138439178467	-505.39105224609375	-69.267559296
CPD-7299	-2.7595913410186768	-524.15283203125	-432.19236772
CPD-7301	-2.5396316051483154	-515.1516723632812	86.926223344
CPD-7366	0.3373362421989441	-397.4204406738281	355.51485656
CPD-7367	-0.5848267078399658	-435.15716552734375	151.158890928
CPD-7368	-2.121770143508911	-498.05194091796875	-217.79563052
CPD-7387	2.921349287033081	-291.6775207519531	314.967938496
CPD-7398	-0.6164074540138245	-436.44952392578125	414.87175832
CPD-7399	-1.3158931732177734	-465.0738525390625	97.0922304
CPD-74	-2.2610130310058594	-503.7500305175781	1.76231393776
CPD-7400	-1.8657183647155762	-487.57379150390625	-135.9327208
CPD-7402	-1.0362844467163086	-453.6317138671875	897.62669912
CPD-7403	-0.9283414483070374	-449.2144775390625	729.2762208
CPD-7404	-1.3733205795288086	-467.4239196777344	504.1305784
CPD-7405	-1.7492144107818604	-482.80621337890625	278.98481048
CPD-7406	5.75091552734375	-175.88607788085938	423.44971144
CPD-7418	-1.0616328716278076	-454.6690368652344	-0.68708710784
CPD-7600	4.927969455718994	-209.56265258789062	216.006213216
CPD-761	-3.617785930633545	-559.2718505859375	-776.31509184
CPD-7616	-1.0723519325256348	-455.107666015625	-73.986830968
CPD-7619	-0.31833088397979736	-424.25164794921875	228.289533472
CPD-7620	0.59778892993927	-386.76220703125	493.06636696
CPD-7648	6.5066680908203125	-144.95919799804688	111.066802952
CPD-7650	-0.7775507569313049	-443.0438232421875	450.883011184
CPD-7651	-2.065357208251953	-495.743408203125	-92.30728248
CPD-7654	-0.20652592182159424	-419.6763610839844	568.65798368
CPD-7658	1.033355712890625	-368.9379577636719	719.16106608
CPD-7659	1.033355712890625	-368.9379577636719	719.16106608
CPD-7665	-0.776790201663971	-443.0126953125	450.883011184
CPD-7666	-1.5844988822937012	-476.06573486328125	138.45435484
CPD-7667	-0.7090976238250732	-440.2425842285156	210.91184176
CPD-7668	-1.2327818870544434	-461.67279052734375	741.9771712
CPD-7669	-0.5140796899795532	-432.2620849609375	203.80301656
CPD-7679	4.58006477355957	-223.7996063232422	453.30035484
CPD-7682	-0.6281763911247253	-436.9311218261719	107.808747256
CPD-7690	-4.007510662078857	-575.22021484375	-242.355338144
CPD-7699	-2.1027560234069824	-497.27386474609375	101.890872552
CPD-7703	-1.2499175071716309	-462.3740234375	284.113474
CPD-7705	-0.22706466913223267	-420.516845703125	-168.716549032
CPD-7706	-1.179924726486206	-459.509765625	-75.989690848
CPD-7707	-0.07093536853790283	-414.1277160644531	-176.28957648
CPD-7737	-3.696486711502075	-562.492431640625	-724.68449
CPD-7789	1.6809885501861572	-342.435546875	295.47516784
CPD-7790	-0.10568651556968689	-415.5498046875	480.928834
CPD-782	-1.970139980316162	-491.846923828125	-239.55163556
CPD-783	-3.732381582260132	-563.9613647460938	-531.45801876
CPD-784	-4.616494655609131	-600.1409912109375	-801.4575428
CPD-785	-4.57766056060791	-598.5518188476562	-830.11781728
CPD-786	-2.879086494445801	-529.0428466796875	-430.62363968
CPD-787	-2.9679958820343018	-532.68115234375	-409.91288152
CPD-7969	0.6673081517219543	-383.9173583984375	569.80088512
CPD-7990	-3.9796082973480225	-574.078369140625	321.476594
CPD-7992	0.6686098575592041	-383.86407470703125	756.68451696
CPD-7993	1.720844030380249	-340.8045654296875	417.15061576
CPD-7994	3.5450620651245117	-266.1539611816406	580.9448436
CPD-7995	0.14497783780097961	-405.2921447753906	603.85944008
CPD-8001	-1.593754529953003	-476.44451904296875	127.836358632
CPD-804	-3.802891969680786	-566.8468017578125	-597.38846568
CPD-8046	-3.792854070663452	-566.43603515625	-257.375902328
CPD-8050	-3.8522348403930664	-568.865966796875	-404.620272144
CPD-8052	-3.8522348403930664	-568.865966796875	-404.620272144
CPD-8053	-3.8522348403930664	-568.865966796875	-404.620272144
CPD-8054	-3.8522348403930664	-568.865966796875	-404.620272144
CPD-8055	-3.8522348403930664	-568.865966796875	-404.620272144
CPD-8056	-3.792854070663452	-566.43603515625	-257.375902328
CPD-8059	-3.8522348403930664	-568.865966796875	-404.620272144
CPD-806	-1.3762528896331787	-467.5439147949219	388.5266584
CPD-8060	-3.8522348403930664	-568.865966796875	-404.620272144
CPD-8061	-3.8522348403930664	-568.865966796875	-404.620272144
CPD-8063	-3.792854070663452	-566.43603515625	-257.375902328
CPD-8064	-3.792854070663452	-566.43603515625	-257.375902328
CPD-807	-1.7635252475738525	-483.391845703125	163.38089048
CPD-809	0.9928110241889954	-370.59710693359375	-141.270266336
CPD-8094	-2.0091776847839355	-493.4444580078125	-210.77510864
CPD-8097	-1.615070104598999	-477.3167724609375	-166.118515152
CPD-8098	-1.8470814228057861	-486.8111572265625	-165.871424848
CPD-8127	1.8348634243011475	-336.138671875	24.634714192
CPD-8128	-1.539207935333252	-474.21234130859375	43.355934328
CPD-8130	-1.0384109020233154	-453.71875	-113.944051888
CPD-8133	4.396962642669678	-231.29251098632812	-160.818893392
CPD-8139	-0.6165053248405457	-436.4535217285156	285.02378688
CPD-8140	-0.5959986448287964	-435.6143493652344	210.088355248
CPD-8145	0.5463857650756836	-388.86572265625	117.36159748
CPD-8146	-0.6691744327545166	-438.6088562011719	302.81517996
CPD-8147	-1.4465792179107666	-470.42181396484375	-438.012851456
CPD-8148	-0.5230994820594788	-432.63116455078125	185.769989112
CPD-8149	1.635674238204956	-344.2898864746094	-217.18131472
CPD-8150	0.01254415512084961	-410.7115783691406	-134.52463744
CPD-8151	-1.1895296573638916	-459.90283203125	-49.370829716
CPD-8169	0.6044067740440369	-386.49139404296875	622.19397912
CPD-8179	-3.2109010219573975	-542.621337890625	-409.4408008
CPD-8186	-0.8132957220077515	-444.506591796875	-0.93418791368
CPD-821	-0.6894100308418274	-439.43695068359375	240.599137616
CPD-822	-4.190262794494629	-582.69873046875	-441.43681112
CPD-824	-2.5275659561157227	-514.6578979492188	60.008279432
CPD-825	-0.7125181555747986	-440.382568359375	430.70677576
CPD-827	-3.851396083831787	-568.8316650390625	-545.89472248
CPD-8486	-2.642308473587036	-519.3533935546875	-209.459299216
CPD-8489	-1.0751707553863525	-455.2230224609375	73.25750956
CPD-8491	0.48939138650894165	-391.19805908203125	678.5201168
CPD-8505	-0.4343010187149048	-428.99737548828125	413.74316616
CPD-8524	-1.9399864673614502	-490.6130065917969	5.2217713272
CPD-8651	-3.161804437637329	-540.6121826171875	-362.796296864
CPD-8652	-2.2573273181915283	-503.5992126464844	-136.99708856
CPD-8684	0.47636330127716064	-391.731201171875	686.12549912
CPD-8685	0.5324063301086426	-389.43780517578125	693.73096512
CPD-8686	-1.336489200592041	-465.91668701171875	215.872367056
CPD-87	-3.6830286979675293	-561.9417114257812	-630.67005184
CPD-8742	-2.8098464012145996	-526.2094116210938	-540.12825
CPD-8773	0.7370179295539856	-381.064697265625	335.51062956
CPD-8774	0.7471144795417786	-380.6515197753906	335.51062956
CPD-8775	-0.21594756841659546	-420.0619201660156	70.733779336
CPD-8779	-0.29080042243003845	-423.1250305175781	238.441842112
CPD-8780	-0.7765951156616211	-443.0047302246094	41.947108308
CPD-8781	-1.978388786315918	-492.18450927734375	-158.925984848
CPD-8782	-1.9839134216308594	-492.41058349609375	-162.69157648
CPD-88	-3.2303757667541504	-543.4182739257812	-542.51317184
CPD-8815	-1.0307817459106445	-453.40655517578125	-94.450549032
CPD-8816	-1.8319036960601807	-486.1900329589844	-338.7636268
CPD-8817	-1.3922717571258545	-468.1994323730469	-113.617934192
CPD-8823	-0.1954355239868164	-419.2225341796875	306.6179548
CPD-8824	-0.19889205694198608	-419.3639831542969	213.891117536
CPD-8825	0.7929407358169556	-378.7762145996094	178.61062956
CPD-883	0.9585006237030029	-372.00115966796875	379.33114688
CPD-884	-0.6744566559791565	-438.82501220703125	218.716771592
CPD-8847	3.874209403991699	-252.68460083007812	199.563093216
CPD-8851	-0.6291544437408447	-436.9711608886719	258.73496176
CPD-8853	-0.45554399490356445	-429.8666687011719	428.953370144
CPD-8855	-1.7031383514404297	-480.92071533203125	99.965491984
CPD-8857	-1.6649975776672363	-479.35992431640625	-40.742486592
CPD-8858	-3.364157199859619	-548.8928833007812	-230.403206592
CPD-8860	6.1335954666137695	-160.22605895996094	246.126322952
CPD-8861	5.515679359436035	-185.5124053955078	346.45867224
CPD-8862	3.7759265899658203	-256.70654296875	431.57997656
CPD-8864	3.0210139751434326	-287.59906005859375	357.67647832
CPD-8871	2.1236541271209717	-324.32080078125	167.1742304
CPD-8877	-2.100076198577881	-497.1641845703125	-225.674817984
CPD-8878	-4.0651655197143555	-577.5795288085938	-379.57683136
CPD-8879	1.5967895984649658	-345.8811340332031	82.378637928
CPD-8882	-2.906841993331909	-530.1786499023438	-182.44047488
CPD-8887	5.1009840965271	-202.48255920410156	-158.14582784
CPD-8891	3.6432712078094482	-262.13507080078125	9.28414956
CPD-8902	-3.7909011840820312	-566.3560791015625	-586.22852432
CPD-8913	0.7720236778259277	-379.6321716308594	601.74819368
CPD-8923	3.6237611770629883	-262.9334411621094	610.92031664
CPD-8938	-2.9124691486358643	-530.408935546875	-276.18086104
CPD-8979	-0.29945266246795654	-423.4790954589844	-247.715134192
CPD-8980	-2.7466604709625244	-523.6237182617188	-254.3117834
CPD-8981	2.8578057289123535	-294.2778625488281	202.74841844
CPD-8983	-3.76202392578125	-565.1743774414062	-450.81194176
CPD-9000	-3.7915048599243164	-566.3807983398438	-157.80064784
CPD-9013	-0.13802510499954224	-416.8731689453125	41.417298848
CPD-9014	-0.11336976289749146	-415.8642272949219	172.42372784
CPD-9016	-1.8385484218597412	-486.4619445800781	52.123113032
CPD-9017	-0.8647144436836243	-446.6107482910156	130.270860872
CPD-9023	-0.9001922011375427	-448.06256103515625	130.270860872
CPD-9024	-0.8924629092216492	-447.74627685546875	170.767801056
CPD-9025	-1.6709675788879395	-479.6042175292969	30.282624664
CPD-9026	-2.077760696411133	-496.2509765625	-273.99066256
CPD-9028	-1.4909882545471191	-472.2391052246094	-33.606561624
CPD-9030	-0.5666050910949707	-434.4115295410156	16.420800452
CPD-904	-0.6206207275390625	-436.6219482421875	169.92194688
CPD-9052	1.357132911682129	-355.6883544921875	109.74201048
CPD-9053	3.025023937225342	-287.4349365234375	307.61274264
CPD-9055	-3.7826645374298096	-566.01904296875	-455.0886592
CPD-9056	-3.774937868118286	-565.7028198242188	-441.07230104
CPD-9057	0.5558165311813354	-388.47979736328125	539.35077912
CPD-9059	-1.350235939025879	-466.479248046875	-52.611293784
CPD-9060	1.541105031967163	-348.15985107421875	202.0687904
CPD-9062	-3.7511279582977295	-564.728515625	-473.07990104
CPD-9078	-0.27412426471710205	-422.442626953125	185.3980608
CPD-9080	-0.3700610399246216	-426.3685302734375	278.1249148
CPD-9081	0.4978201687335968	-390.8531188964844	185.3980608
CPD-9107	1.8817393779754639	-334.2204284667969	501.53174956
CPD-9111	4.005773544311523	-247.3007354736328	525.72468356
CPD-9127	-1.402745246887207	-468.6280212402344	-92.56851052
CPD-9130	0.3303898572921753	-397.7047119140625	355.51485656
CPD-9132	-2.3787105083465576	-508.56646728515625	-157.24844352
CPD-9133	-2.356369733810425	-507.6522216796875	-157.24844352
CPD-9134	-2.1182143688201904	-497.90643310546875	-178.623989072
CPD-9135	-1.1902029514312744	-459.93035888671875	-104.37596772
CPD-9136	-1.1302618980407715	-457.47747802734375	-34.81518952
CPD-9137	-2.923427104949951	-530.8573608398438	-320.42837648
CPD-9138	-4.189933776855469	-582.685302734375	-466.24150868
CPD-9139	-0.8751104474067688	-447.0361633300781	-2.4404441476
CPD-9140	-1.3243849277496338	-465.4213562011719	-21.3189176224
CPD-9142	-2.0789356231689453	-496.299072265625	-178.623989072
CPD-9143	-4.042276859283447	-576.6428833007812	-468.00274256
CPD-9144	-3.2252144813537598	-543.2070922851562	-425.50267472
CPD-9146	0.4752747416496277	-391.7757263183594	382.45983748
CPD-9147	0.34337887167930603	-397.17315673828125	355.51485656
CPD-9148	-1.353123664855957	-466.597412109375	66.219799808
CPD-9149	-0.558954656124115	-434.09844970703125	10.2703020424
CPD-9150	-2.1930201053619385	-500.9676513671875	-201.1683936
CPD-9159	-2.849761962890625	-527.8428344726562	-342.80147968
CPD-9164	-2.874645471572876	-528.861083984375	-454.974502944
CPD-9165	-1.0753204822540283	-455.2291564941406	-74.869433216
CPD-9166	-2.008148431777954	-493.4023132324219	-219.593984848
CPD-9167	-2.8098464012145996	-526.2094116210938	-540.12825
CPD-9168	-2.0685431957244873	-495.873779296875	-317.388089616
CPD-9169	-1.1825127601623535	-459.61566162109375	-86.672957456
CPD-9172	-0.3596682548522949	-425.9432373046875	163.46063752
CPD-9188	-1.8890867233276367	-488.53009033203125	-185.11388352
CPD-9190	-6.387387275695801	-672.6094360351562	-686.70008784
CPD-9260	-3.1864359378814697	-541.6201782226562	-364.90898256
CPD-9261	-3.2257251739501953	-543.2279663085938	-312.1393704
CPD-9284	1.2835254669189453	-358.70050048828125	891.78784344
CPD-9285	4.691648483276367	-219.23338317871094	524.8972348
CPD-9286	2.4291858673095703	-311.81781005859375	706.33421912
CPD-9288	3.4763026237487793	-268.96771240234375	613.60740696
CPD-9291	-2.6764373779296875	-520.75	346.886804224
CPD-9292	-3.882746934890747	-570.1146240234375	95.512084224
CPD-9312	8.033137321472168	-82.4930419921875	240.398941584
CPD-9315	7.8960676193237305	-88.10220336914062	331.64262616
CPD-9326	1.0055150985717773	-370.0772399902344	-340.44195472
CPD-9327	-0.7076833844184875	-440.1847229003906	358.15621576
CPD-9334	0.19357526302337646	-403.3034362792969	37.13084524
CPD-9335	-1.7339320182800293	-482.18084716796875	70.65403648
CPD-9336	-1.3557405471801758	-466.7044982910156	322.544961664
CPD-9346	-2.3569750785827637	-507.677001953125	-221.686721232
CPD-9357	-0.3251235783100128	-424.52960205078125	461.0259644
CPD-9368	-1.3630754947662354	-467.0046691894531	473.68034688
CPD-9369	-2.5488977432250977	-515.5308837890625	-193.0533164
CPD-9371	-1.598275899887085	-476.6295166015625	-18.0878227856
CPD-9372	-2.187140464782715	-500.7270202636719	204.547124224
CPD-9373	-3.0015134811401367	-534.0527954101562	52.960816776
CPD-9374	3.9280476570129395	-250.48143005371094	241.413210128
CPD-9375	4.043781757354736	-245.745361328125	195.12883144
CPD-9376	-1.598275899887085	-476.6295166015625	-18.0878227856
CPD-9377	-1.5233852863311768	-473.5648498535156	-108.680830928
CPD-9379	5.535257339477539	-184.71124267578125	400.57256176
CPD-9382	2.43088436126709	-311.7483215332031	89.82690268
CPD-9383	2.156909942626953	-322.95989990234375	-14.1928020424
CPD-9384	-2.079101085662842	-496.30584716796875	119.393272568
CPD-9386	-2.5238711833953857	-514.5067138671875	-4.16885952656
CPD-9388	-2.06876540184021	-495.88287353515625	-79.314238672
CPD-9397	-2.9508605003356934	-531.97998046875	-65.320865316
CPD-9398	-2.9508605003356934	-531.97998046875	-65.320865316
CPD-9400	-2.624678611755371	-518.6319580078125	-251.50381732
CPD-9401	-2.556922674179077	-515.8592529296875	-100.32650424
CPD-9402	-2.5488977432250977	-515.5308837890625	-193.0533164
CPD-9403	-2.5488977432250977	-515.5308837890625	-193.0533164
CPD-9405	-2.4561879634857178	-511.73699951171875	-307.66244856
CPD-9421	-3.646347999572754	-560.440673828125	-730.03662096
CPD-9422	-0.34227508306503296	-425.2314758300781	374.24076696
CPD-9423	0.1289047747850418	-405.94989013671875	652.65433592
